11/6/2019 9:12,b'@ashoswai @ndtv No one has humiliated and demeaned India more than BJP candidates. \nSelf humiliation\nSelf destructi\xe2\x80\xa6 https://t.co/vKHcvtQRQi',0,None,160,455,0.5,4
11/6/2019 9:12,"b'RT @TheDeshBhakt: Question is, what has the BJP released on us poor citizens\xf0\x9f\x98\xb1 https://t.co/RHUcWtqJdv'",258,None,387,1107,-0.4,0
11/6/2019 9:12,"b'RT @preadi: Hindus of South India are special.\n\nAt Sabarimala, they need BJP to stop CPM atrocities.\n\nAt Tirupati, they need BJP to foil th\xe2\x80\xa6'",2584,None,159,351,0.35714285714285715,4
11/6/2019 9:12,"b'RT @preadi: Hindus of South India are special.\n\nAt Sabarimala, they need BJP to stop CPM atrocities.\n\nAt Tirupati, they need BJP to foil th\xe2\x80\xa6'",2584,None,19,73,0.35714285714285715,4
11/6/2019 9:12,b'RT @INCIndia: The combined efforts of the Congress and other opposition parties along with the protests by farmers and industries forced th\xe2\x80\xa6',485,None,1090,230,-0.21250000000000002,0
11/6/2019 9:12,b'@priyankac19 And if your party was sure they wanted CM post why they aligned with BJP? They thought BJP will handov\xe2\x80\xa6 https://t.co/PjFLogQytB',0,None,201,637,0.5,4
11/6/2019 9:12,b'RT @Swamy39: I urge Shiv Sena to find a way to join with BJP to form the Government. It is true Shiv Sena has genuine grievances about BJP\xe2\x80\xa6',3139,None,22,101,0.375,4
11/6/2019 9:12,"b""RT @ashoswai: These guys are even capable of blaming Pakistan and China for India's population growth! https://t.co/WhmQqZ67Ff via @ndtv""",16,None,789,826,0.2,4
11/6/2019 9:12,b'RT @Swamy39: I urge Shiv Sena to find a way to join with BJP to form the Government. It is true Shiv Sena has genuine grievances about BJP\xe2\x80\xa6',3139,None,19,63,0.375,4
11/6/2019 9:12,"b'RT @preadi: Hindus of South India are special.\n\nAt Sabarimala, they need BJP to stop CPM atrocities.\n\nAt Tirupati, they need BJP to foil th\xe2\x80\xa6'",2584,None,38,234,0.35714285714285715,4
11/6/2019 9:12,"b""RT @ashoswai: These guys are even capable of blaming Pakistan and China for India's population growth! https://t.co/WhmQqZ67Ff via @ndtv""",16,None,74,487,0.2,4
11/6/2019 9:12,b'RT @Swamy39: I urge Shiv Sena to find a way to join with BJP to form the Government. It is true Shiv Sena has genuine grievances about BJP\xe2\x80\xa6',3139,None,154,111,0.375,4
11/6/2019 9:12,b'RT @madhukishwar: Govt darent book #JehadiMehbooba&amp; other #PakPuppets on sedition charges. But #Honeypreet soft target. @BJP4India handed o\xe2\x80\xa6',360,JehadiMehbooba,3016,3064,-0.012499999999999997,0
11/6/2019 9:12,"b'RT @nailainayat: Pakistan may have released poisonous gas to pollute air in India, says UP BJP leader.\n\nYeah right, like we have money to d\xe2\x80\xa6'",208,None,150,1370,0.2857142857142857,4
11/6/2019 9:12,"b""RT @ashoswai: These guys are even capable of blaming Pakistan and China for India's population growth! https://t.co/WhmQqZ67Ff via @ndtv""",16,None,198,535,0.2,4
11/6/2019 9:12,"b'Going the governance of Country /State in the hands of family is never good for democracy. Bad luck, except BJP we\xe2\x80\xa6 https://t.co/Ex9AqiQcEm'",0,None,1828,794,-0.5249999999999999,0
11/6/2019 9:12,b'Now who will decide fate of Maharashtra? those people whom we voted are fighting for CM Post more ministerial birth\xe2\x80\xa6 https://t.co/SfrCgTXbT7',0,None,33,98,0.5,4
11/6/2019 9:12,"b""RT @ashoswai: These guys are even capable of blaming Pakistan and China for India's population growth! https://t.co/WhmQqZ67Ff via @ndtv""",16,None,88,577,0.2,4
11/6/2019 9:12,b'Honestly if Jan Sangh or BJP had been in power for 71 years then India would be a hellhole or probably not survive\xe2\x80\xa6 https://t.co/ZTlh8I4UIs',0,None,4662,4673,0.6,4
11/6/2019 9:12,"b""RT @rameshsrivats: There's just a minor difference of opinion in Maharashtra -\nBJP feels Shiv Sena are allies.\nShiv Sena feels BJP are all\xe2\x80\xa6""",92,None,18,235,-0.05,0
11/6/2019 9:12,b'RT @PidiBuster: 1/4 Is this what you call Love Jihad! I am seriously wondering after looking at the high instances of inter faith marriages\xe2\x80\xa6',45,None,206,44,0.10888888888888888,4
