11/6/2019 11:00,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,31834,17823,-0.1,0
11/6/2019 11:00,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,1447,3087,-0.1,0
11/6/2019 10:59,b'RT @ronniechirchir: Unga Limited Eldoret is offering internship to all cadres. Kindly if interested contact their service number +254-53203\xe2\x80\xa6',36,None,712,621,0.08928571428571429,4
11/6/2019 10:58,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,997,3045,-0.1,0
11/6/2019 10:56,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,677,1255,-0.1,0
11/6/2019 10:56,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,35305,4915,-0.1,0
11/6/2019 10:56,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,247,1634,-0.1,0
11/6/2019 10:56,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,28082,9106,-0.1,0
11/6/2019 10:55,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,112818,8406,-0.1,0
11/6/2019 10:48,b'RT @HonOscarSudi: What happened to our electoral laws?... Why is @IEBCKenya and @NPSC_KE not responsible?... Imran Okoth is donating Unga p\xe2\x80\xa6',10,None,12050,12373,-0.1,0
11/6/2019 10:43,"b""RT @detoxconflict: Wow. So the UK @foreignoffice just came out with this during the #UNGA #SixthCommittee debate on the ILC's draft princip\xe2\x80\xa6""",6,UNGA,373,753,0.1,4
11/6/2019 10:33,"b'RT @IranGathering: @CZmissionGeneva @eu_eeas On Monday the US Treasury imposed sanctions, on the Iran regime\xe2\x80\x99s Armed Forces General Staff a\xe2\x80\xa6'",1,None,1474,1398,0.05000000000000002,4
11/6/2019 10:23,"b'RT @KashmiriNetwork: In the first ever Historical hearing of Human Rights abuse in Kashmir at the US House of Representatives, the witness\xe2\x80\xa6'",156,None,68,408,0.08333333333333333,4
11/6/2019 10:21,"b'RT @KashmiriNetwork: In the first ever Historical hearing of Human Rights abuse in Kashmir at the US House of Representatives, the witness\xe2\x80\xa6'",156,None,262,667,0.08333333333333333,4
11/6/2019 10:09,"b'Unga revolution in Kenya is beckoning, leaders be careful #StateOfHunger #stateofeconomyinkenya\xe2\x80\xa6 https://t.co/NC98CwOyJV'",0,StateOfHunger,412,3180,-0.1,0
11/6/2019 10:01,"b""@DCI_Kenya @ian_ochii Please don't destroy unga and lie to us it's cocaine.\nWe are smart why don't you destroy them\xe2\x80\xa6 https://t.co/Fdqj04TNpw""",0,None,2053,4699,-0.061904761904761914,0
11/6/2019 10:01,"b'RT @KashmiriNetwork: In the first ever Historical hearing of Human Rights abuse in Kashmir at the US House of Representatives, the witness\xe2\x80\xa6'",156,None,1,25,0.08333333333333333,4
11/6/2019 9:50,b'RT @RobertAlai: @DCI_Kenya Test and measure. Maybe you are destroying unga ngano.',5,None,4591,2857,-0.2,0
11/6/2019 9:49,"b'@hinduinquisitor @shafqatwatali @PrinceArihan Those are pretty big challenges, for one. Secondly, if you hear the r\xe2\x80\xa6 https://t.co/u6FgMBAgsC'",0,None,1083,661,0.08333333333333333,4
11/6/2019 9:47,b'RT @ronniechirchir: Unga Limited Eldoret is offering internship to all cadres. Kindly if interested contact their service number +254-53203\xe2\x80\xa6',36,None,2166,602,0.08928571428571429,4
11/6/2019 9:43,b'RT @RobertAlai: @DCI_Kenya Test and measure. Maybe you are destroying unga ngano.',5,None,268,958,-0.2,0
11/6/2019 9:37,b'RT @epwing_official: PM Imran Khan has reached New York on official visit #UNGA',8,UNGA,63,30,0.13636363636363635,4
11/6/2019 9:37,b'RT @epwing_official: PM Imran Khan has arrived in New York for #UNGA session https://t.co/QTuCvaUny7',10,UNGA,63,30,0.13636363636363635,4
11/6/2019 9:36,"b""RT @epwing_official: Prime Minister Imran Khan's speaking engagements at leading think-tanks and meetings with heads of major international\xe2\x80\xa6""",10,None,63,30,0.03125,4
11/6/2019 9:36,"b'RT @epwing_official: Foreign Minister Shah Mahmood Qureshi will also attend and address important Ministerial meetings, especially the OIC\xe2\x80\xa6'",9,None,63,30,0.09166666666666667,4
11/6/2019 9:36,"b'RT @epwing_official: A trilateral summit meeting of Pakistan, Malaysia and Turkey will be held on the General Assembly sidelines..#UNGA #PM\xe2\x80\xa6'",7,UNGA,63,30,0.05000000000000002,4
11/6/2019 9:36,b'RT @epwing_official: PM Imran Khan will hold several bilateral meetings with his counterparts from various regions and participate in high-\xe2\x80\xa6',7,None,63,30,0.05333333333333334,4
11/6/2019 9:36,b'RT @epwing_official: PM Imran Khan will  attend and speak at high-level side events co-hosted by Pakistan and Turkey on countering hate spe\xe2\x80\xa6',14,None,63,30,-0.32,0
11/6/2019 9:36,b'RT @epwing_official: Meeting of PM Imran Khan with Secretary General of Amnesty International.#UNGA\n #PMIKatUNGA #PMIKinUS \n@Dr_FirdousPTI\xe2\x80\xa6',12,UNGA,63,30,0.02500000000000001,4
11/6/2019 9:35,b'RT @RadioPakistan: Prime Minister @ImranKhanPTI attends Council on Foreign Relations audience in New York.\nhttps://t.co/9vAvQJ7bUp  #ManOfP\xe2\x80\xa6',136,None,63,30,0.005681818181818177,4
