10/29/2019 3:45,b'RT @PMadhwaraj: But the effect of global recession of 2008 was better managed by Dr Manmohan Singh Govt and the situation then was not as b\xe2\x80\xa6',11,None,725,1433,0.25,4
10/29/2019 3:34,b'@narendramodi #howdymodi \nOr\nSome New??\n#satyamevjayate #Dj',0,howdymodi,15,68,0.13636363636363635,4
10/29/2019 2:43,b'RT @PMadhwaraj: But the effect of global recession of 2008 was better managed by Dr Manmohan Singh Govt and the situation then was not as b\xe2\x80\xa6',11,None,728,653,0.25,4
10/29/2019 2:37,b'RT @RahulGandhi: Amazing what PM is ready to do for a stock market bump during his #HowdyIndianEconomy jamboree. \n\nAt + 1.4 Lakh Crore Rs.\xe2\x80\xa6',9718,HowdyIndianEconomy,45,146,0.4,4
10/29/2019 2:30,b'RT @PMadhwaraj: But the effect of global recession of 2008 was better managed by Dr Manmohan Singh Govt and the situation then was not as b\xe2\x80\xa6',11,None,971,576,0.25,4
10/29/2019 2:29,b'RT @PMadhwaraj: But the effect of global recession of 2008 was better managed by Dr Manmohan Singh Govt and the situation then was not as b\xe2\x80\xa6',11,None,53,127,0.25,4
10/28/2019 20:23,"b""RT @rohit_chahal: PM Shri @narendramodi ji will address a historic community event 'Howdy, Modi - Shared Dreams, Bright Futures\xe2\x80\x99 in Houston\xe2\x80\xa6""",26,None,319,1048,0.35000000000000003,4
10/28/2019 18:29,b'RT @Himansh72125945: This is my #HowdyModi\n\nI really appreciate my @PMOIndia\n\nThank you @narendramodi ji\xf0\x9f\x99\x8f https://t.co/FTm7VKqh3U',3,HowdyModi,544,872,0.2,4
10/28/2019 18:29,b'RT @Himansh72125945: This is my #HowdyModi\n\nI really appreciate my @PMOIndia\n\nThank you @narendramodi ji\xf0\x9f\x99\x8f https://t.co/FTm7VKqh3U',3,HowdyModi,319,169,0.2,4
10/28/2019 18:13,b'RT @PMadhwaraj: But the effect of global recession of 2008 was better managed by Dr Manmohan Singh Govt and the situation then was not as b\xe2\x80\xa6',11,None,406,231,0.25,4
10/28/2019 18:00,"b""RT @AjitKDoval_NSA: Thailand: Amazing Thailand\nIndia: Incredible India\nMalaysia: Truly Asia\nAustralia: There's nothing like Australia\n\nHave\xe2\x80\xa6""",769,None,672,655,0.75,4
10/28/2019 18:00,b'RT @AjitKDoval_NSA: Everytime I see him delivering speech on foreign soil he make me believe the dream of making Bharat Vishwaguru.\nHis cha\xe2\x80\xa6',108,None,672,655,-0.125,0
10/28/2019 17:59,b'RT @AjitKDoval_NSA: Trump is hitting all the right nerves and vooing the Indian American community like never before..A good speech by @rea\xe2\x80\xa6',20,None,672,655,0.32857142857142857,4
10/28/2019 17:51,b'RT @AjitKDoval_NSA: How many times Modiji said Bharat ??? 100s of time.\n\nI simply love him saying Bharat in world stage.\n\n@narendramodi \xf0\x9f\x99\x8f\xe2\x80\xa6',73,None,672,655,0.5,4
10/28/2019 17:51,b'RT @AjitKDoval_NSA: President Donald Trump gets huge standing ovation during Howdy Modi event with PM Narendra Modi for saying that we are\xe2\x80\xa6',90,None,672,655,0.4000000000000001,4
10/28/2019 17:51,b'RT @PMadhwaraj: But the effect of global recession of 2008 was better managed by Dr Manmohan Singh Govt and the situation then was not as b\xe2\x80\xa6',11,None,1129,900,0.25,4
10/28/2019 17:30,b'RT @RahulGandhi: Amazing what PM is ready to do for a stock market bump during his #HowdyIndianEconomy jamboree. \n\nAt + 1.4 Lakh Crore Rs.\xe2\x80\xa6',9718,HowdyIndianEconomy,210,291,0.4,4
